reg;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
04;2022-02-26;67;186;802;14;0;0;571346;556686;330280;1551;0;3;65.8;64.1;38.0;0.2;0.0;0.0
04;2022-02-27;8;18;62;3;0;0;571354;556704;330342;1554;0;3;65.8;64.1;38.0;0.2;0.0;0.0
04;2022-02-28;73;184;733;29;0;0;571427;556888;331075;1583;0;3;65.8;64.1;38.1;0.2;0.0;0.0
04;2022-03-01;85;148;647;24;0;0;571512;557036;331722;1607;0;3;65.8;64.1;38.2;0.2;0.0;0.0
04;2022-03-02;130;303;855;42;0;0;571642;557339;332577;1649;0;3;65.8;64.1;38.3;0.2;0.0;0.0
04;2022-03-03;81;227;676;35;0;0;571723;557566;333253;1684;0;3;65.8;64.2;38.4;0.2;0.0;0.0
04;2022-03-04;90;233;823;35;0;0;571813;557799;334076;1719;0;3;65.8;64.2;38.5;0.2;0.0;0.0
04;2022-03-05;62;157;555;30;0;0;571875;557956;334631;1749;0;3;65.8;64.2;38.5;0.2;0.0;0.0
04;2022-03-06;1;6;19;3;0;0;571876;557962;334650;1752;0;3;65.8;64.2;38.5;0.2;0.0;0.0
04;2022-03-07;48;83;344;32;0;0;571924;558045;334994;1784;0;3;65.8;64.2;38.6;0.2;0.0;0.0
04;2022-03-08;79;111;410;49;0;0;572003;558156;335404;1833;0;3;65.8;64.2;38.6;0.2;0.0;0.0
04;2022-03-09;96;223;657;52;0;0;572099;558379;336061;1885;0;3;65.8;64.3;38.7;0.2;0.0;0.0
04;2022-03-10;56;184;509;42;0;0;572155;558563;336570;1927;0;3;65.9;64.3;38.7;0.2;0.0;0.0
04;2022-03-11;68;185;575;46;0;0;572223;558748;337145;1973;0;3;65.9;64.3;38.8;0.2;0.0;0.0
04;2022-03-12;65;117;447;32;0;0;572288;558865;337592;2005;0;3;65.9;64.3;38.9;0.2;0.0;0.0
04;2022-03-13;4;0;5;0;0;0;572292;558865;337597;2005;0;3;65.9;64.3;38.9;0.2;0.0;0.0
04;2022-03-14;47;62;375;31;0;0;572339;558927;337972;2036;0;3;65.9;64.3;38.9;0.2;0.0;0.0
04;2022-03-15;47;102;501;52;0;0;572386;559029;338473;2088;0;3;65.9;64.3;39.0;0.2;0.0;0.0
04;2022-03-16;70;151;489;63;0;0;572456;559180;338962;2151;0;3;65.9;64.4;39.0;0.2;0.0;0.0
04;2022-03-17;72;111;476;69;0;0;572528;559291;339438;2220;0;3;65.9;64.4;39.1;0.3;0.0;0.0
04;2022-03-18;81;106;446;58;0;0;572609;559397;339884;2278;0;3;65.9;64.4;39.1;0.3;0.0;0.0
04;2022-03-19;53;75;322;49;0;0;572662;559472;340206;2327;0;3;65.9;64.4;39.2;0.3;0.0;0.0
04;2022-03-20;0;2;4;1;0;0;572662;559474;340210;2328;0;3;65.9;64.4;39.2;0.3;0.0;0.0
04;2022-03-21;69;94;290;36;0;0;572731;559568;340500;2364;0;3;65.9;64.4;39.2;0.3;0.0;0.0
04;2022-03-22;76;92;312;47;0;0;572807;559660;340812;2411;0;3;65.9;64.4;39.2;0.3;0.0;0.0
04;2022-03-23;79;124;468;76;0;0;572886;559784;341280;2487;0;3;65.9;64.4;39.3;0.3;0.0;0.0
04;2022-03-24;44;81;356;70;0;0;572930;559865;341636;2557;0;3;65.9;64.4;39.3;0.3;0.0;0.0
04;2022-03-25;99;99;437;75;0;0;573029;559964;342073;2632;0;3;66.0;64.4;39.4;0.3;0.0;0.0
04;2022-03-26;57;80;291;39;0;0;573086;560044;342364;2671;0;3;66.0;64.5;39.4;0.3;0.0;0.0
04;2022-03-27;0;0;7;4;0;0;573086;560044;342371;2675;0;3;66.0;64.5;39.4;0.3;0.0;0.0
04;2022-03-28;58;73;269;59;0;0;573144;560117;342640;2734;0;3;66.0;64.5;39.4;0.3;0.0;0.0
04;2022-03-29;51;72;303;74;0;0;573195;560189;342943;2808;0;3;66.0;64.5;39.5;0.3;0.0;0.0
04;2022-03-30;87;153;509;104;0;0;573282;560342;343452;2912;0;3;66.0;64.5;39.5;0.3;0.0;0.0
04;2022-03-31;68;81;399;94;0;1;573350;560423;343851;3006;0;4;66.0;64.5;39.6;0.3;0.0;0.0
04;2022-04-01;80;92;314;64;0;0;573430;560515;344165;3070;0;4;66.0;64.5;39.6;0.4;0.0;0.0
04;2022-04-02;36;43;140;26;0;0;573466;560558;344305;3096;0;4;66.0;64.5;39.6;0.4;0.0;0.0
04;2022-04-03;0;2;5;0;0;0;573466;560560;344310;3096;0;4;66.0;64.5;39.6;0.4;0.0;0.0
04;2022-04-04;50;21;124;31;0;0;573516;560581;344434;3127;0;4;66.0;64.5;39.6;0.4;0.0;0.0
04;2022-04-05;70;47;255;119;0;1;573586;560628;344689;3246;0;5;66.0;64.5;39.7;0.4;0.0;0.0
04;2022-04-06;100;84;295;80;0;1;573686;560712;344984;3326;0;6;66.0;64.5;39.7;0.4;0.0;0.0
04;2022-04-07;52;64;222;66;0;0;573738;560776;345206;3392;0;6;66.0;64.5;39.7;0.4;0.0;0.0
04;2022-04-08;82;91;353;101;0;0;573820;560867;345559;3493;0;6;66.0;64.6;39.8;0.4;0.0;0.0
04;2022-04-09;31;43;147;47;0;0;573851;560910;345706;3540;0;6;66.0;64.6;39.8;0.4;0.0;0.0
04;2022-04-10;5;5;11;5;0;3;573856;560915;345717;3545;0;9;66.0;64.6;39.8;0.4;0.0;0.0
04;2022-04-11;22;24;99;41;0;0;573878;560939;345816;3586;0;9;66.1;64.6;39.8;0.4;0.0;0.0
04;2022-04-12;58;58;193;111;0;0;573936;560997;346009;3697;0;9;66.1;64.6;39.8;0.4;0.0;0.0
04;2022-04-13;95;86;337;112;0;0;574031;561083;346346;3809;0;9;66.1;64.6;39.9;0.4;0.0;0.0
04;2022-04-14;56;47;257;117;0;0;574087;561130;346603;3926;0;9;66.1;64.6;39.9;0.5;0.0;0.0
04;2022-04-15;84;106;266;107;0;0;574171;561236;346869;4033;0;9;66.1;64.6;39.9;0.5;0.0;0.0
04;2022-04-16;21;18;83;45;0;0;574192;561254;346952;4078;0;9;66.1;64.6;39.9;0.5;0.0;0.0
04;2022-04-17;1;2;3;1;0;0;574193;561256;346955;4079;0;9;66.1;64.6;39.9;0.5;0.0;0.0
04;2022-04-18;1;0;17;0;0;0;574194;561256;346972;4079;0;9;66.1;64.6;39.9;0.5;0.0;0.0
04;2022-04-19;58;53;217;102;0;0;574252;561309;347189;4181;0;9;66.1;64.6;40.0;0.5;0.0;0.0
04;2022-04-20;113;117;305;176;0;2;574365;561426;347494;4357;0;11;66.1;64.6;40.0;0.5;0.0;0.0
04;2022-04-21;71;67;275;158;0;0;574436;561493;347769;4515;0;11;66.1;64.6;40.0;0.5;0.0;0.0
04;2022-04-22;86;106;324;151;0;0;574522;561599;348093;4666;0;11;66.1;64.6;40.1;0.5;0.0;0.0
04;2022-04-23;29;33;138;84;0;0;574551;561632;348231;4750;0;11;66.1;64.6;40.1;0.5;0.0;0.0
04;2022-04-24;3;1;3;2;0;0;574554;561633;348234;4752;0;11;66.1;64.6;40.1;0.5;0.0;0.0
04;2022-04-25;34;32;167;57;0;1;574588;561665;348401;4809;0;12;66.1;64.6;40.1;0.6;0.0;0.0
04;2022-04-26;45;73;222;121;0;0;574633;561738;348623;4930;0;12;66.1;64.7;40.1;0.6;0.0;0.0
04;2022-04-27;113;122;391;121;0;4;574746;561860;349014;5051;0;16;66.2;64.7;40.2;0.6;0.0;0.0
04;2022-04-28;71;55;294;161;0;0;574817;561915;349308;5212;0;16;66.2;64.7;40.2;0.6;0.0;0.0
04;2022-04-29;96;109;351;150;0;0;574913;562024;349659;5362;0;16;66.2;64.7;40.2;0.6;0.0;0.0
04;2022-04-30;43;56;153;47;0;0;574956;562080;349812;5409;0;16;66.2;64.7;40.3;0.6;0.0;0.0
04;2022-05-01;4;2;7;6;0;0;574960;562082;349819;5415;0;16;66.2;64.7;40.3;0.6;0.0;0.0
04;2022-05-02;51;50;164;56;0;0;575011;562132;349983;5471;0;16;66.2;64.7;40.3;0.6;0.0;0.0
04;2022-05-03;77;67;279;92;0;0;575088;562199;350262;5563;0;16;66.2;64.7;40.3;0.6;0.0;0.0
04;2022-05-04;96;115;326;135;0;0;575184;562314;350588;5698;0;16;66.2;64.7;40.4;0.7;0.0;0.0
04;2022-05-05;87;76;254;102;0;0;575271;562390;350842;5800;0;16;66.2;64.7;40.4;0.7;0.0;0.0
04;2022-05-06;99;97;378;140;0;0;575370;562487;351220;5940;0;16;66.2;64.7;40.4;0.7;0.0;0.0
04;2022-05-07;36;27;143;57;0;0;575406;562514;351363;5997;0;16;66.2;64.7;40.4;0.7;0.0;0.0
04;2022-05-08;3;3;10;3;0;0;575409;562517;351373;6000;0;16;66.2;64.7;40.4;0.7;0.0;0.0
04;2022-05-09;37;27;121;46;0;0;575446;562544;351494;6046;0;16;66.2;64.7;40.5;0.7;0.0;0.0
04;2022-05-10;65;87;264;101;0;0;575511;562631;351758;6147;0;16;66.2;64.8;40.5;0.7;0.0;0.0
04;2022-05-11;113;97;389;217;0;2;575624;562728;352147;6364;0;18;66.3;64.8;40.5;0.7;0.0;0.0
04;2022-05-12;71;49;296;141;0;1;575695;562777;352443;6505;0;19;66.3;64.8;40.6;0.7;0.0;0.0
04;2022-05-13;99;92;366;183;0;1;575794;562869;352809;6688;0;20;66.3;64.8;40.6;0.8;0.0;0.0
04;2022-05-14;36;35;133;56;0;0;575830;562904;352942;6744;0;20;66.3;64.8;40.6;0.8;0.0;0.0
04;2022-05-15;4;1;2;0;0;0;575834;562905;352944;6744;0;20;66.3;64.8;40.6;0.8;0.0;0.0
04;2022-05-16;34;33;130;68;0;3;575868;562938;353074;6812;0;23;66.3;64.8;40.6;0.8;0.0;0.0
04;2022-05-17;58;53;277;228;0;3;575926;562991;353351;7040;0;26;66.3;64.8;40.7;0.8;0.0;0.0
04;2022-05-18;98;85;430;300;0;3;576024;563076;353781;7340;0;29;66.3;64.8;40.7;0.8;0.0;0.0
04;2022-05-19;41;61;302;181;0;0;576065;563137;354083;7521;0;29;66.3;64.8;40.8;0.9;0.0;0.0
04;2022-05-20;98;92;358;263;0;2;576163;563229;354441;7784;0;31;66.3;64.8;40.8;0.9;0.0;0.0
04;2022-05-21;22;28;112;64;0;1;576185;563257;354553;7848;0;32;66.3;64.8;40.8;0.9;0.0;0.0
04;2022-05-22;1;0;12;3;0;0;576186;563257;354565;7851;0;32;66.3;64.8;40.8;0.9;0.0;0.0
04;2022-05-23;45;46;191;112;0;0;576231;563303;354756;7963;0;32;66.3;64.8;40.8;0.9;0.0;0.0
04;2022-05-24;55;86;312;237;0;1;576286;563389;355068;8200;0;33;66.3;64.8;40.9;0.9;0.0;0.0
04;2022-05-25;71;81;395;360;0;0;576357;563470;355463;8560;0;33;66.3;64.9;40.9;1.0;0.0;0.0
04;2022-05-26;6;5;14;3;0;0;576363;563475;355477;8563;0;33;66.3;64.9;40.9;1.0;0.0;0.0
04;2022-05-27;83;113;285;217;0;0;576446;563588;355762;8780;0;33;66.3;64.9;40.9;1.0;0.0;0.0
04;2022-05-28;10;37;109;62;0;1;576456;563625;355871;8842;0;34;66.3;64.9;41.0;1.0;0.0;0.0
04;2022-05-29;0;1;0;1;0;0;576456;563626;355871;8843;0;34;66.3;64.9;41.0;1.0;0.0;0.0
04;2022-05-30;21;37;116;113;0;1;576477;563663;355987;8956;0;35;66.3;64.9;41.0;1.0;0.0;0.0
04;2022-05-31;53;44;263;191;0;0;576530;563707;356250;9147;0;35;66.4;64.9;41.0;1.1;0.0;0.0
04;2022-06-01;84;129;323;270;0;2;576614;563836;356573;9417;0;37;66.4;64.9;41.0;1.1;0.0;0.0
04;2022-06-02;52;68;247;228;0;0;576666;563904;356820;9645;0;37;66.4;64.9;41.1;1.1;0.0;0.0
04;2022-06-03;58;71;254;206;0;0;576724;563975;357074;9851;0;37;66.4;64.9;41.1;1.1;0.0;0.0
04;2022-06-04;33;38;109;71;0;0;576757;564013;357183;9922;0;37;66.4;64.9;41.1;1.1;0.0;0.0
04;2022-06-05;1;3;3;0;0;0;576758;564016;357186;9922;0;37;66.4;64.9;41.1;1.1;0.0;0.0
04;2022-06-06;7;11;16;2;0;0;576765;564027;357202;9924;0;37;66.4;64.9;41.1;1.1;0.0;0.0
04;2022-06-07;55;50;227;182;0;3;576820;564077;357429;10106;0;40;66.4;64.9;41.1;1.2;0.0;0.0
04;2022-06-08;68;92;299;236;0;4;576888;564169;357728;10342;0;44;66.4;64.9;41.2;1.2;0.0;0.0
04;2022-06-09;40;50;225;246;0;0;576928;564219;357953;10588;0;44;66.4;64.9;41.2;1.2;0.0;0.0
04;2022-06-10;64;91;299;280;0;3;576992;564310;358252;10868;0;47;66.4;64.9;41.2;1.3;0.0;0.0
04;2022-06-11;18;20;116;49;0;0;577010;564330;358368;10917;0;47;66.4;65.0;41.2;1.3;0.0;0.0
04;2022-06-12;1;3;6;3;0;0;577011;564333;358374;10920;0;47;66.4;65.0;41.2;1.3;0.0;0.0
04;2022-06-13;44;46;129;96;0;0;577055;564379;358503;11016;0;47;66.4;65.0;41.3;1.3;0.0;0.0
04;2022-06-14;35;28;190;150;0;0;577090;564407;358693;11166;0;47;66.4;65.0;41.3;1.3;0.0;0.0
04;2022-06-15;50;74;279;179;0;0;577140;564481;358972;11345;0;47;66.4;65.0;41.3;1.3;0.0;0.0
04;2022-06-16;32;30;193;151;0;3;577172;564511;359165;11496;0;50;66.4;65.0;41.3;1.3;0.0;0.0
04;2022-06-17;71;82;330;245;0;0;577243;564593;359495;11741;0;50;66.4;65.0;41.4;1.4;0.0;0.0
04;2022-06-18;24;34;94;47;0;0;577267;564627;359589;11788;0;50;66.4;65.0;41.4;1.4;0.0;0.0
04;2022-06-19;3;3;5;2;0;0;577270;564630;359594;11790;0;50;66.4;65.0;41.4;1.4;0.0;0.0
04;2022-06-20;19;24;114;51;0;0;577289;564654;359708;11841;0;50;66.4;65.0;41.4;1.4;0.0;0.0
04;2022-06-21;33;32;184;142;0;0;577322;564686;359892;11983;0;50;66.4;65.0;41.4;1.4;0.0;0.0
04;2022-06-22;59;86;258;209;0;2;577381;564772;360150;12192;0;52;66.5;65.0;41.5;1.4;0.0;0.0
04;2022-06-23;46;48;230;168;0;5;577427;564820;360380;12360;0;57;66.5;65.0;41.5;1.4;0.0;0.0
04;2022-06-24;61;69;282;200;0;3;577488;564889;360662;12560;0;60;66.5;65.0;41.5;1.4;0.0;0.0
04;2022-06-25;24;37;140;123;0;1;577512;564926;360802;12683;0;61;66.5;65.0;41.5;1.5;0.0;0.0
04;2022-06-26;3;4;12;5;0;0;577515;564930;360814;12688;0;61;66.5;65.0;41.5;1.5;0.0;0.0
04;2022-06-27;25;30;106;154;0;1;577540;564960;360920;12842;0;62;66.5;65.0;41.5;1.5;0.0;0.0
04;2022-06-28;47;102;278;321;0;6;577587;565062;361198;13163;0;68;66.5;65.0;41.6;1.5;0.0;0.0
04;2022-06-29;55;61;340;313;0;2;577642;565123;361538;13476;0;70;66.5;65.0;41.6;1.6;0.0;0.0
04;2022-06-30;47;45;239;321;0;2;577689;565168;361777;13797;0;72;66.5;65.0;41.6;1.6;0.0;0.0
04;2022-07-01;62;72;275;313;0;2;577751;565240;362052;14110;0;74;66.5;65.1;41.7;1.6;0.0;0.0
04;2022-07-02;10;16;79;73;0;1;577761;565256;362131;14183;0;75;66.5;65.1;41.7;1.6;0.0;0.0
04;2022-07-03;9;3;17;23;0;0;577770;565259;362148;14206;0;75;66.5;65.1;41.7;1.6;0.0;0.0
04;2022-07-04;52;36;138;113;0;2;577822;565295;362286;14319;0;77;66.5;65.1;41.7;1.6;0.0;0.0
04;2022-07-05;46;42;205;265;0;2;577868;565337;362491;14584;0;79;66.5;65.1;41.7;1.7;0.0;0.0
04;2022-07-06;77;63;299;398;0;4;577945;565400;362790;14982;0;83;66.5;65.1;41.8;1.7;0.0;0.0
04;2022-07-07;35;39;219;284;0;3;577980;565439;363009;15266;0;86;66.5;65.1;41.8;1.8;0.0;0.0
04;2022-07-08;54;55;277;340;0;2;578034;565494;363286;15606;0;88;66.5;65.1;41.8;1.8;0.0;0.0
04;2022-07-09;18;28;78;116;0;0;578052;565522;363364;15722;0;88;66.5;65.1;41.8;1.8;0.0;0.0
04;2022-07-10;1;0;3;10;0;0;578053;565522;363367;15732;0;88;66.5;65.1;41.8;1.8;0.0;0.0
04;2022-07-11;20;27;121;170;0;0;578073;565549;363488;15902;0;88;66.5;65.1;41.8;1.8;0.0;0.0
04;2022-07-12;36;40;219;323;0;5;578109;565589;363707;16225;0;93;66.5;65.1;41.9;1.9;0.0;0.0
04;2022-07-13;76;69;282;360;0;4;578185;565658;363989;16585;0;97;66.5;65.1;41.9;1.9;0.0;0.0
04;2022-07-14;1;2;6;10;0;0;578186;565660;363995;16595;0;97;66.5;65.1;41.9;1.9;0.0;0.0
04;2022-07-15;44;65;226;371;0;5;578230;565725;364221;16966;0;102;66.6;65.1;41.9;2.0;0.0;0.0
04;2022-07-16;4;6;42;70;0;0;578234;565731;364263;17036;0;102;66.6;65.1;41.9;2.0;0.0;0.0
04;2022-07-17;2;0;11;4;0;0;578236;565731;364274;17040;0;102;66.6;65.1;41.9;2.0;0.0;0.0
04;2022-07-18;21;16;120;149;0;1;578257;565747;364394;17189;0;103;66.6;65.1;41.9;2.0;0.0;0.0
04;2022-07-19;31;29;166;251;0;4;578288;565776;364560;17440;0;107;66.6;65.1;42.0;2.0;0.0;0.0
04;2022-07-20;43;59;212;334;0;7;578331;565835;364772;17774;0;114;66.6;65.1;42.0;2.0;0.0;0.0
04;2022-07-21;21;34;174;302;0;6;578352;565869;364946;18076;0;120;66.6;65.1;42.0;2.1;0.0;0.0
04;2022-07-22;56;44;231;295;0;17;578408;565913;365177;18371;0;137;66.6;65.1;42.0;2.1;0.0;0.0
04;2022-07-23;18;22;67;85;0;0;578426;565935;365244;18456;0;137;66.6;65.1;42.0;2.1;0.0;0.0
04;2022-07-24;1;7;3;5;0;0;578427;565942;365247;18461;0;137;66.6;65.1;42.0;2.1;0.0;0.0
04;2022-07-25;19;43;103;115;0;2;578446;565985;365350;18576;0;139;66.6;65.1;42.1;2.1;0.0;0.0
04;2022-07-26;24;34;150;203;0;7;578470;566019;365500;18779;0;146;66.6;65.1;42.1;2.2;0.0;0.0
04;2022-07-27;44;65;206;301;0;9;578514;566084;365706;19080;0;155;66.6;65.2;42.1;2.2;0.0;0.0
04;2022-07-28;37;30;123;213;0;3;578551;566114;365829;19293;0;158;66.6;65.2;42.1;2.2;0.0;0.0
04;2022-07-29;31;44;156;261;0;4;578582;566158;365985;19554;0;162;66.6;65.2;42.1;2.3;0.0;0.0
04;2022-07-30;14;14;51;73;0;1;578596;566172;366036;19627;0;163;66.6;65.2;42.1;2.3;0.0;0.0
04;2022-07-31;0;1;8;7;0;0;578596;566173;366044;19634;0;163;66.6;65.2;42.1;2.3;0.0;0.0
04;2022-08-01;26;20;76;91;0;0;578622;566193;366120;19725;0;163;66.6;65.2;42.1;2.3;0.0;0.0
04;2022-08-02;25;22;71;125;0;0;578647;566215;366191;19850;0;163;66.6;65.2;42.1;2.3;0.0;0.0
04;2022-08-03;23;44;147;211;0;3;578670;566259;366338;20061;0;166;66.6;65.2;42.2;2.3;0.0;0.0
04;2022-08-04;18;20;67;128;0;7;578688;566279;366405;20189;0;173;66.6;65.2;42.2;2.3;0.0;0.0
04;2022-08-05;35;49;106;219;0;3;578723;566328;366511;20408;0;176;66.6;65.2;42.2;2.3;0.0;0.0
04;2022-08-06;4;7;19;55;0;3;578727;566335;366530;20463;0;179;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-07;1;0;0;3;0;0;578728;566335;366530;20466;0;179;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-08;13;22;35;52;0;0;578741;566357;366565;20518;0;179;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-09;16;18;69;175;0;3;578757;566375;366634;20693;0;182;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-10;27;42;66;175;0;3;578784;566417;366700;20868;0;185;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-11;18;17;65;123;0;3;578802;566434;366765;20991;0;188;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-12;26;38;99;163;0;8;578828;566472;366864;21154;0;196;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-13;3;12;19;32;0;0;578831;566484;366883;21186;0;196;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-14;1;2;4;3;0;0;578832;566486;366887;21189;0;196;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-15;1;1;6;4;0;0;578833;566487;366893;21193;0;196;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-16;16;17;51;92;0;3;578849;566504;366944;21285;0;199;66.6;65.2;42.2;2.4;0.0;0.0
04;2022-08-17;17;34;85;134;0;2;578866;566538;367029;21419;0;201;66.6;65.2;42.2;2.5;0.0;0.0
04;2022-08-18;14;21;54;101;0;3;578880;566559;367083;21520;0;204;66.6;65.2;42.2;2.5;0.0;0.0
04;2022-08-19;19;27;65;123;0;3;578899;566586;367148;21643;0;207;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-20;14;16;21;27;0;0;578913;566602;367169;21670;0;207;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-21;0;1;2;5;0;0;578913;566603;367171;21675;0;207;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-22;7;22;49;50;0;4;578920;566625;367220;21725;0;211;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-23;25;26;62;98;0;1;578945;566651;367282;21823;0;212;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-24;17;25;33;86;0;4;578962;566676;367315;21909;0;216;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-25;14;25;71;93;0;3;578976;566701;367386;22002;0;219;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-26;23;30;71;103;0;4;578999;566731;367457;22105;0;223;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-27;4;4;11;29;0;1;579003;566735;367468;22134;0;224;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-28;1;0;3;7;0;0;579004;566735;367471;22141;0;224;66.6;65.2;42.3;2.5;0.0;0.0
04;2022-08-29;24;14;40;33;0;2;579028;566749;367511;22174;0;226;66.6;65.2;42.3;2.6;0.0;0.0
04;2022-08-30;12;9;61;88;0;1;579040;566758;367572;22262;0;227;66.6;65.2;42.3;2.6;0.0;0.0
04;2022-08-31;16;22;88;107;0;3;579056;566780;367660;22369;0;230;66.6;65.2;42.3;2.6;0.0;0.0
04;2022-09-01;22;10;47;67;0;3;579078;566790;367707;22436;0;233;66.6;65.2;42.3;2.6;0.0;0.0
04;2022-09-02;17;14;64;143;0;6;579095;566804;367771;22579;0;239;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-03;7;9;18;32;0;0;579102;566813;367789;22611;0;239;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-04;0;1;3;1;0;0;579102;566814;367792;22612;0;239;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-05;7;7;14;27;0;1;579109;566821;367806;22639;0;240;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-06;10;17;47;78;0;1;579119;566838;367853;22717;0;241;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-07;21;16;58;79;0;1;579140;566854;367911;22796;0;242;66.7;65.2;42.3;2.6;0.0;0.0
04;2022-09-08;11;14;62;115;0;1;579151;566868;367973;22911;0;243;66.7;65.2;42.4;2.6;0.0;0.0
04;2022-09-09;18;21;44;70;0;5;579169;566889;368017;22981;0;248;66.7;65.2;42.4;2.6;0.0;0.0
04;2022-09-10;5;5;24;29;0;3;579174;566894;368041;23010;0;251;66.7;65.2;42.4;2.6;0.0;0.0
04;2022-09-11;0;0;1;0;0;0;579174;566894;368042;23010;0;251;66.7;65.2;42.4;2.6;0.0;0.0
04;2022-09-12;5;5;20;24;0;0;579179;566899;368062;23034;0;251;66.7;65.2;42.4;2.7;0.0;0.0
04;2022-09-13;7;14;31;59;0;4;579186;566913;368093;23093;0;255;66.7;65.2;42.4;2.7;0.0;0.0
04;2022-09-14;18;18;59;62;0;2;579204;566931;368152;23155;0;257;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-15;13;11;30;54;0;1;579217;566942;368182;23209;0;258;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-16;9;27;57;72;0;4;579226;566969;368239;23281;0;262;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-17;7;12;25;16;0;0;579233;566981;368264;23297;0;262;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-18;2;1;6;2;0;0;579235;566982;368270;23299;0;262;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-19;3;4;25;26;0;0;579238;566986;368295;23325;0;262;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-20;6;24;49;45;0;0;579244;567010;368344;23370;0;262;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-21;15;14;42;53;0;1;579259;567024;368386;23423;0;263;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-22;10;9;38;42;0;1;579269;567033;368424;23465;0;264;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-23;12;16;66;62;0;4;579281;567049;368490;23527;0;268;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-24;6;7;15;16;0;0;579287;567056;368505;23543;0;268;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-25;0;0;3;2;0;0;579287;567056;368508;23545;0;268;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-26;30;10;38;7;0;1;579317;567066;368546;23552;0;269;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-27;12;16;42;48;0;0;579329;567082;368588;23600;0;269;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-28;12;20;39;63;0;1;579341;567102;368627;23663;0;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-29;7;10;16;44;0;0;579348;567112;368643;23707;0;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-09-30;17;18;49;64;0;0;579365;567130;368692;23771;0;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-01;5;10;17;15;0;0;579370;567140;368709;23786;0;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-02;0;2;0;0;0;0;579370;567142;368709;23786;0;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-03;11;13;19;28;1;0;579381;567155;368728;23814;1;270;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-04;5;6;27;28;0;1;579386;567161;368755;23842;1;271;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-05;11;16;21;37;0;1;579397;567177;368776;23879;1;272;66.7;65.3;42.4;2.7;0.0;0.0
04;2022-10-06;16;12;25;20;1;1;579413;567189;368801;23899;2;273;66.7;65.3;42.4;2.8;0.0;0.0
04;2022-10-07;12;10;27;49;2;4;579425;567199;368828;23948;4;277;66.7;65.3;42.5;2.8;0.0;0.0
04;2022-10-08;2;3;10;13;2;2;579427;567202;368838;23961;6;279;66.7;65.3;42.5;2.8;0.0;0.0
04;2022-10-09;1;0;0;2;1;0;579428;567202;368838;23963;7;279;66.7;65.3;42.5;2.8;0.0;0.0
